"","group","data","n","Age"
"5298","all AML","NCRI",2113,67.91786448
"5299","all AML","NCRI",2113,81.78507871
"5300","all AML","NCRI",2113,70.11909651
"5301","all AML","NCRI",2113,74.091718
"5302","all AML","NCRI",2113,72.09582478
"5303","all AML","NCRI",2113,76.76659822
"5304","all AML","NCRI",2113,78.37097878
"5305","all AML","NCRI",2113,79.99726215
"5306","all AML","NCRI",2113,78.87748118
"5307","all AML","NCRI",2113,72.45174538
"5308","all AML","NCRI",2113,76.83778234
"5309","all AML","NCRI",2113,79.54277892
"5310","all AML","NCRI",2113,77.15263518
"5311","all AML","NCRI",2113,79.02806297
"5312","all AML","NCRI",2113,72.76933607
"5313","all AML","NCRI",2113,80.862423
"5314","all AML","NCRI",2113,79.9945243
"5315","all AML","NCRI",2113,69.7412731
"5316","all AML","NCRI",2113,78.72142368
"5317","all AML","NCRI",2113,86.43942505
"5318","all AML","NCRI",2113,74.00410678
"5319","all AML","NCRI",2113,78.91854894
"5320","all AML","NCRI",2113,82.51334702
"5321","all AML","NCRI",2113,72.40246407
"5322","all AML","NCRI",2113,73.15811088
"5323","all AML","NCRI",2113,75.18138261
"5324","all AML","NCRI",2113,78.954141
"5325","all AML","NCRI",2113,65.68104038
"5326","all AML","NCRI",2113,69.07323751
"5327","all AML","NCRI",2113,69.83983573
"5328","all AML","NCRI",2113,72.47638604
"5329","all AML","NCRI",2113,71.97809719
"5330","all AML","NCRI",2113,82.22313484
"5331","all AML","NCRI",2113,83.78370979
"5332","all AML","NCRI",2113,69.25119781
"5333","all AML","NCRI",2113,63.34839151
"5334","all AML","NCRI",2113,82.06707734
"5335","all AML","NCRI",2113,78.89390828
"5336","all AML","NCRI",2113,72.56125941
"5337","all AML","NCRI",2113,74.70225873
"5338","all AML","NCRI",2113,83.10746064
"5339","all AML","NCRI",2113,82.23134839
"5340","all AML","NCRI",2113,86.1026694
"5341","all AML","NCRI",2113,69.09240246
"5342","all AML","NCRI",2113,73.68651608
"5343","all AML","NCRI",2113,80.08761123
"5344","all AML","NCRI",2113,79.80013689
"5345","all AML","NCRI",2113,80.90622861
"5346","all AML","NCRI",2113,78.49691992
"5347","all AML","NCRI",2113,76.63518138
"5348","all AML","NCRI",2113,85.37166324
"5349","all AML","NCRI",2113,70.7980835
"5350","all AML","NCRI",2113,72.20260096
"5351","all AML","NCRI",2113,82.5927447
"5352","all AML","NCRI",2113,75.23066393
"5353","all AML","NCRI",2113,72.5338809
"5354","all AML","NCRI",2113,74.954141
"5355","all AML","NCRI",2113,84.37508556
"5356","all AML","NCRI",2113,79.89596167
"5357","all AML","NCRI",2113,73.99041752
"5358","all AML","NCRI",2113,73.89185489
"5359","all AML","NCRI",2113,73.99041752
"5360","all AML","NCRI",2113,76.47091034
"5361","all AML","NCRI",2113,71.3155373
"5362","all AML","NCRI",2113,80.79123888
"5363","all AML","NCRI",2113,76.8788501
"5364","all AML","NCRI",2113,81.5523614
"5365","all AML","OHSU",742,65
"5366","all AML","OHSU",742,68
"5367","all AML","OHSU",742,71
"5368","all AML","OHSU",742,75
"5369","all AML","OHSU",742,53
"5370","all AML","OHSU",742,62
"5371","all AML","OHSU",742,52
"5372","all AML","OHSU",742,48
"5373","all AML","OHSU",742,68
"5374","all AML","OHSU",742,53
"5375","all AML","OHSU",742,22
"5376","all AML","OHSU",742,21
"5377","all AML","OHSU",742,55
"5378","all AML","OHSU",742,44
"5379","all AML","OHSU",742,77
"5380","all AML","OHSU",742,78
"5381","all AML","OHSU",742,64
"5382","all AML","OHSU",742,71
"5383","all AML","OHSU",742,60
"5384","all AML","OHSU",742,66
"5385","all AML","OHSU",742,75
"5386","all AML","OHSU",742,72
"5387","all AML","OHSU",742,56
"5388","all AML","OHSU",742,46
"5389","all AML","OHSU",742,73
"5390","all AML","OHSU",742,36
"5391","all AML","OHSU",742,43
"5392","all AML","OHSU",742,34
"5393","all AML","OHSU",742,61
"5394","all AML","OHSU",742,63
"5395","all AML","OHSU",742,79
"5396","all AML","OHSU",742,24
"5397","all AML","OHSU",742,66
"5398","all AML","OHSU",742,34
"5399","all AML","OHSU",742,72
"5400","all AML","OHSU",742,36
"5401","all AML","OHSU",742,72
"5402","all AML","OHSU",742,74
"5403","all AML","OHSU",742,29
"5404","all AML","OHSU",742,72
"5405","all AML","OHSU",742,37
"5406","all AML","OHSU",742,40
"5407","all AML","OHSU",742,12
"5408","all AML","OHSU",742,70
"5409","all AML","OHSU",742,69
"5410","all AML","OHSU",742,35
"5411","all AML","OHSU",742,69
"5412","all AML","OHSU",742,86
"5413","all AML","OHSU",742,49
"5414","all AML","OHSU",742,71
"5415","all AML","OHSU",742,35
"5416","all AML","OHSU",742,22
"5417","all AML","OHSU",742,64
"5418","all AML","OHSU",742,42
"5419","all AML","OHSU",742,51
"5420","all AML","OHSU",742,62
"5421","all AML","OHSU",742,10
"5422","all AML","OHSU",742,58
"5423","all AML","OHSU",742,29
"5424","all AML","OHSU",742,31
"5425","all AML","OHSU",742,71
"5426","all AML","OHSU",742,83
"5427","all AML","OHSU",742,65
"5428","all AML","OHSU",742,25
"5429","all AML","OHSU",742,55
"5430","all AML","OHSU",742,66
"5431","all AML","OHSU",742,71
"5432","all AML","OHSU",742,62
"5433","all AML","OHSU",742,68
"5434","all AML","OHSU",742,7
"5435","all AML","OHSU",742,54
"5436","all AML","OHSU",742,60
"5437","all AML","OHSU",742,50
"5438","all AML","OHSU",742,57
"5439","all AML","OHSU",742,70
"5440","all AML","OHSU",742,63
"5441","all AML","OHSU",742,69
"5442","all AML","OHSU",742,24
"5443","all AML","OHSU",742,2
"5444","all AML","OHSU",742,58
"5445","all AML","OHSU",742,55
"5446","all AML","OHSU",742,65
"5447","all AML","OHSU",742,1
"5448","all AML","OHSU",742,70
"5449","all AML","OHSU",742,39
"5450","all AML","OHSU",742,87
"5451","all AML","OHSU",742,78
"5452","all AML","OHSU",742,75
"5453","all AML","OHSU",742,45
"5454","all AML","OHSU",742,21
"5455","all AML","OHSU",742,69
"5456","all AML","OHSU",742,44
"5457","all AML","OHSU",742,68
"5458","all AML","OHSU",742,51
"5459","all AML","OHSU",742,48
"5460","all AML","OHSU",742,40
"5461","all AML","OHSU",742,17
"5462","all AML","OHSU",742,16
"5463","all AML","OHSU",742,35
"5464","all AML","OHSU",742,53
"5465","all AML","OHSU",742,60
"5466","all AML","OHSU",742,61
"5467","all AML","OHSU",742,59
"5468","all AML","OHSU",742,32
"5469","all AML","OHSU",742,48
"5470","all AML","OHSU",742,56
"5471","all AML","OHSU",742,65
"5472","all AML","OHSU",742,62
"5473","all AML","OHSU",742,61
"5474","all AML","OHSU",742,31
"5475","all AML","OHSU",742,67
"5476","all AML","OHSU",742,78
"5477","all AML","OHSU",742,55
"5478","all AML","OHSU",742,10
"5479","all AML","OHSU",742,51
"5480","all AML","OHSU",742,77
"5481","all AML","OHSU",742,77
"5482","all AML","OHSU",742,54
"5483","all AML","OHSU",742,26
"5484","all AML","OHSU",742,81
"5485","all AML","OHSU",742,70
"5486","all AML","OHSU",742,66
"5487","all AML","OHSU",742,56
"5488","all AML","OHSU",742,64
"5489","all AML","OHSU",742,83
"5490","all AML","OHSU",742,37
"5491","all AML","OHSU",742,70
"5492","all AML","OHSU",742,65
"5493","all AML","OHSU",742,27
"5494","all AML","OHSU",742,65
"5495","all AML","OHSU",742,57
"5496","all AML","OHSU",742,45
"5497","all AML","OHSU",742,24
"5498","all AML","OHSU",742,76
"5499","all AML","OHSU",742,34
"5500","all AML","OHSU",742,52
"5501","all AML","OHSU",742,22
"5502","all AML","OHSU",742,59
"5503","all AML","OHSU",742,46
"5504","all AML","OHSU",742,44
"5505","all AML","OHSU",742,65
"5506","all AML","OHSU",742,71
"5507","all AML","OHSU",742,62
"5508","all AML","OHSU",742,65
"5509","all AML","OHSU",742,69
"5510","all AML","OHSU",742,43
"5511","all AML","OHSU",742,65
"5512","all AML","OHSU",742,63
"5513","all AML","OHSU",742,65
"5514","all AML","OHSU",742,83
"5515","all AML","OHSU",742,80
"5516","all AML","OHSU",742,69
"5517","all AML","OHSU",742,30
"5518","all AML","OHSU",742,84
"5519","all AML","OHSU",742,55
"5520","all AML","OHSU",742,71
"5521","all AML","OHSU",742,61
"5522","all AML","OHSU",742,34
"5523","all AML","OHSU",742,69
"5524","all AML","OHSU",742,62
"5525","all AML","OHSU",742,58
"5526","all AML","OHSU",742,61
"5527","all AML","OHSU",742,50
"5528","all AML","OHSU",742,77
"5529","all AML","OHSU",742,42
"5530","all AML","OHSU",742,77
"5531","all AML","OHSU",742,42
"5532","all AML","OHSU",742,81
"5533","all AML","OHSU",742,65
"5534","all AML","OHSU",742,46
"5535","all AML","OHSU",742,75
"5536","all AML","OHSU",742,55
"5537","all AML","OHSU",742,42
"5538","all AML","OHSU",742,71
"5539","all AML","OHSU",742,57
"5540","all AML","OHSU",742,48
"5541","all AML","OHSU",742,62
"5542","all AML","OHSU",742,67
"5543","all AML","OHSU",742,85
"5544","all AML","OHSU",742,64
"5545","all AML","OHSU",742,31
"5546","all AML","OHSU",742,68
"5547","all AML","OHSU",742,77
"5548","all AML","OHSU",742,50
"5549","all AML","OHSU",742,61
"5550","all AML","OHSU",742,26
"5551","all AML","OHSU",742,75
"5552","all AML","OHSU",742,64
"5553","all AML","OHSU",742,74
"5554","all AML","OHSU",742,65
"5555","all AML","OHSU",742,24
"5556","all AML","OHSU",742,67
"5557","all AML","OHSU",742,77
"5558","all AML","OHSU",742,40
"5559","all AML","OHSU",742,53
"5560","all AML","OHSU",742,52
"5561","all AML","OHSU",742,46
"5562","all AML","OHSU",742,74
"5563","all AML","OHSU",742,37
"5564","all AML","OHSU",742,65
"5565","all AML","OHSU",742,53
"5566","all AML","OHSU",742,73
"5567","all AML","OHSU",742,75
"5568","all AML","OHSU",742,76
"5569","all AML","OHSU",742,73
"5570","all AML","OHSU",742,53
"5571","all AML","OHSU",742,32
"5572","all AML","OHSU",742,73
"5573","all AML","OHSU",742,53
"5574","all AML","OHSU",742,33
"5575","all AML","OHSU",742,61
"5576","all AML","OHSU",742,57
"5577","all AML","OHSU",742,59
"5578","all AML","OHSU",742,73
"5579","all AML","OHSU",742,82
"5580","all AML","OHSU",742,52
"5581","all AML","OHSU",742,60
"5582","all AML","OHSU",742,72
"5583","all AML","OHSU",742,71
"5584","all AML","OHSU",742,41
"5585","all AML","OHSU",742,50
"5586","all AML","OHSU",742,52
"5587","all AML","OHSU",742,79
"5588","all AML","OHSU",742,64
"5589","all AML","OHSU",742,61
"5590","all AML","OHSU",742,57
"5591","all AML","OHSU",742,72
"5592","all AML","OHSU",742,61
"5593","all AML","OHSU",742,63
"5594","all AML","OHSU",742,85
"5595","all AML","OHSU",742,79
"5596","all AML","OHSU",742,28
"5597","all AML","OHSU",742,76
"5598","all AML","OHSU",742,59
"5599","all AML","OHSU",742,61
"5600","all AML","OHSU",742,67
"5601","all AML","OHSU",742,57
"5602","all AML","OHSU",742,72
"5603","all AML","OHSU",742,11
"5604","all AML","OHSU",742,30
"5605","all AML","OHSU",742,50
"5606","all AML","OHSU",742,64
"5607","all AML","OHSU",742,80
"5608","all AML","OHSU",742,31
"5609","all AML","OHSU",742,61
"5610","all AML","OHSU",742,75
"5611","all AML","OHSU",742,24
"5612","all AML","OHSU",742,67
"5613","all AML","OHSU",742,63
"5614","all AML","OHSU",742,71
"5615","all AML","OHSU",742,39
"5616","all AML","OHSU",742,81
"5617","all AML","OHSU",742,46
"5618","all AML","OHSU",742,42
"5619","all AML","OHSU",742,74
"5620","all AML","OHSU",742,56
"5621","all AML","OHSU",742,68
"5622","all AML","OHSU",742,53
"5623","all AML","OHSU",742,79
"5624","all AML","OHSU",742,68
"5625","all AML","OHSU",742,52
"5626","all AML","OHSU",742,68
"5627","all AML","OHSU",742,80
"5628","all AML","OHSU",742,74
"5629","all AML","OHSU",742,71
"5630","all AML","OHSU",742,47
"5631","all AML","OHSU",742,78
"5632","all AML","OHSU",742,56
"5633","all AML","OHSU",742,70
"5634","all AML","OHSU",742,66
"5635","all AML","OHSU",742,25
"5636","all AML","OHSU",742,24
"5637","all AML","OHSU",742,65
"5638","all AML","OHSU",742,64
"5639","all AML","OHSU",742,50
"5640","all AML","OHSU",742,50
"5641","all AML","OHSU",742,29
"5642","all AML","OHSU",742,67
"5643","all AML","OHSU",742,64
"5644","all AML","OHSU",742,53
"5645","all AML","OHSU",742,68
"5646","all AML","OHSU",742,63
"5647","all AML","OHSU",742,61
"5648","all AML","OHSU",742,34
"5649","all AML","OHSU",742,33
"5650","all AML","OHSU",742,70
"5651","all AML","OHSU",742,47
"5652","all AML","OHSU",742,73
"5653","all AML","OHSU",742,78
"5654","all AML","OHSU",742,42
"5655","all AML","OHSU",742,53
"5656","all AML","OHSU",742,77
"5657","all AML","OHSU",742,66
"5658","all AML","OHSU",742,63
"5659","all AML","OHSU",742,50
"5660","all AML","OHSU",742,42
"5661","all AML","OHSU",742,72
"5662","all AML","OHSU",742,62
"5663","all AML","OHSU",742,70
"5664","all AML","OHSU",742,70
"5665","all AML","OHSU",742,85
"5666","all AML","OHSU",742,78
"5667","all AML","OHSU",742,79
"5668","all AML","OHSU",742,61
"5669","all AML","OHSU",742,18
"5670","all AML","OHSU",742,61
"5671","all AML","OHSU",742,46
"5672","all AML","OHSU",742,48
"5673","all AML","OHSU",742,51
"5674","all AML","OHSU",742,51
"5675","all AML","OHSU",742,17
"5676","all AML","OHSU",742,30
"5677","all AML","OHSU",742,74
"5678","all AML","OHSU",742,52
"5679","all AML","OHSU",742,55
"5680","all AML","OHSU",742,50
"5681","all AML","OHSU",742,62
"5682","all AML","OHSU",742,44
"5683","all AML","OHSU",742,36
"5684","all AML","OHSU",742,70
"5685","all AML","OHSU",742,64
"5686","all AML","OHSU",742,67
"5687","all AML","OHSU",742,34
"5688","all AML","OHSU",742,71
"5689","all AML","OHSU",742,59
"5690","all AML","OHSU",742,77
"5691","all AML","OHSU",742,39
"5692","all AML","OHSU",742,60
"5693","all AML","OHSU",742,46
"5694","all AML","OHSU",742,36
"5695","all AML","OHSU",742,60
"5696","all AML","OHSU",742,31
"5697","all AML","OHSU",742,59
"5698","all AML","OHSU",742,43
"5699","all AML","OHSU",742,72
"5700","all AML","OHSU",742,56
"5701","all AML","OHSU",742,44
"5702","all AML","OHSU",742,55
"5703","all AML","OHSU",742,33
"5704","all AML","OHSU",742,83
"5705","all AML","OHSU",742,62
"5706","all AML","OHSU",742,70
"5707","all AML","OHSU",742,73
"5708","all AML","OHSU",742,72
"5709","all AML","OHSU",742,73
"5710","all AML","OHSU",742,72
"5711","all AML","OHSU",742,35
"5712","all AML","OHSU",742,8
"5713","all AML","OHSU",742,2
"5714","all AML","OHSU",742,69
"5715","all AML","OHSU",742,75
"5716","all AML","OHSU",742,25
"5717","all AML","OHSU",742,55
"5718","all AML","OHSU",742,65
"5719","all AML","OHSU",742,23
"5720","all AML","OHSU",742,71
"5721","all AML","OHSU",742,53
"5722","all AML","OHSU",742,61
"5723","all AML","OHSU",742,38
"5724","all AML","OHSU",742,80
"5725","all AML","OHSU",742,59
"5726","all AML","OHSU",742,72
"5727","all AML","OHSU",742,62
"5728","all AML","OHSU",742,68
"5729","all AML","OHSU",742,47
"5730","all AML","OHSU",742,60
"5731","all AML","OHSU",742,60
"5732","all AML","OHSU",742,33
"5733","all AML","OHSU",742,67
"5734","all AML","OHSU",742,82
"5735","all AML","OHSU",742,14
"5736","all AML","OHSU",742,71
"5737","all AML","OHSU",742,61
"5738","all AML","OHSU",742,65
"5739","all AML","OHSU",742,62
"5740","all AML","OHSU",742,72
"5741","all AML","OHSU",742,71
"5742","all AML","OHSU",742,51
"5743","all AML","OHSU",742,76
"5744","all AML","OHSU",742,42
"5745","all AML","OHSU",742,75
"5746","all AML","OHSU",742,61
"5747","all AML","OHSU",742,66
"5748","all AML","OHSU",742,44
"5749","all AML","OHSU",742,30
"5750","all AML","OHSU",742,50
"5751","all AML","OHSU",742,61
"5752","all AML","OHSU",742,71
"5753","all AML","OHSU",742,44
"5754","all AML","OHSU",742,28
"5755","all AML","OHSU",742,69
"5756","all AML","OHSU",742,74
"5757","all AML","OHSU",742,53
"5758","all AML","OHSU",742,69
"5759","all AML","OHSU",742,62
"5760","all AML","OHSU",742,59
"5761","all AML","OHSU",742,69
"5762","all AML","OHSU",742,55
"5763","all AML","OHSU",742,65
"5764","all AML","OHSU",742,54
"5765","all AML","OHSU",742,58
"5766","all AML","OHSU",742,47
"5767","all AML","OHSU",742,60
"5768","all AML","OHSU",742,60
"5769","all AML","OHSU",742,53
"5770","all AML","OHSU",742,76
"5771","all AML","OHSU",742,71
"5772","all AML","OHSU",742,59
"5773","all AML","OHSU",742,72
"5774","all AML","OHSU",742,47
"5775","all AML","OHSU",742,58
"5776","all AML","OHSU",742,53
"5777","all AML","OHSU",742,58
"5778","all AML","OHSU",742,29
"5779","all AML","OHSU",742,60
"5780","all AML","OHSU",742,58
"5781","all AML","OHSU",742,70
"5782","all AML","OHSU",742,69
"5783","all AML","OHSU",742,78
"5784","all AML","OHSU",742,64
"5785","all AML","OHSU",742,33
"5786","all AML","OHSU",742,65
"5787","all AML","OHSU",742,78
"5788","all AML","OHSU",742,72
"5789","all AML","OHSU",742,66
"5790","all AML","OHSU",742,27
"5791","all AML","OHSU",742,71
"5792","all AML","OHSU",742,60
"5793","all AML","OHSU",742,63
"5794","all AML","OHSU",742,65
"5795","all AML","OHSU",742,72
"5796","all AML","OHSU",742,68
"5797","all AML","OHSU",742,39
"5798","all AML","OHSU",742,73
"5799","all AML","OHSU",742,61
"5800","all AML","OHSU",742,36
"5801","all AML","OHSU",742,37
"5802","all AML","OHSU",742,83
"5803","all AML","OHSU",742,48
"5804","all AML","OHSU",742,57
"5805","all AML","OHSU",742,74
"5806","all AML","OHSU",742,61
"5807","all AML","OHSU",742,85
"5808","all AML","OHSU",742,57
"5809","all AML","OHSU",742,46
"5810","all AML","OHSU",742,83
"5811","all AML","OHSU",742,62
"5812","all AML","OHSU",742,70
"5813","all AML","OHSU",742,56
"5814","all AML","OHSU",742,77
"5815","all AML","OHSU",742,60
"5816","all AML","OHSU",742,55
"5817","all AML","OHSU",742,14
"5818","all AML","OHSU",742,61
"5819","all AML","OHSU",742,38
"5820","all AML","OHSU",742,8
"5821","all AML","OHSU",742,36
"5822","all AML","OHSU",742,62
"5823","all AML","OHSU",742,61
"5824","all AML","OHSU",742,54
"5825","all AML","OHSU",742,72
"5826","all AML","OHSU",742,65
"5827","all AML","OHSU",742,71
"5828","all AML","OHSU",742,72
"5829","all AML","OHSU",742,81
"5830","all AML","OHSU",742,83
"5831","all AML","OHSU",742,56
"5832","all AML","OHSU",742,74
"5833","all AML","OHSU",742,54
"5834","all AML","OHSU",742,65
"5835","all AML","OHSU",742,62
"5836","all AML","OHSU",742,68
"5837","all AML","OHSU",742,50
"5838","all AML","OHSU",742,75
"5839","all AML","OHSU",742,68
"5840","all AML","OHSU",742,74
"5841","all AML","OHSU",742,58
"5842","all AML","OHSU",742,62
"5843","all AML","OHSU",742,83
"5844","all AML","OHSU",742,62
"5845","all AML","OHSU",742,47
"5846","all AML","OHSU",742,62
"5847","all AML","OHSU",742,56
"5848","all AML","OHSU",742,73
"5849","all AML","OHSU",742,72
"5850","all AML","OHSU",742,67
"5851","all AML","OHSU",742,81
"5852","all AML","OHSU",742,78
"5853","all AML","OHSU",742,73
"5854","all AML","OHSU",742,66
"5855","all AML","OHSU",742,39
"5856","all AML","OHSU",742,69
"5857","all AML","OHSU",742,76
"5858","all AML","OHSU",742,72
"5859","all AML","OHSU",742,44
"5860","all AML","OHSU",742,69
"5861","all AML","OHSU",742,73
"5862","all AML","OHSU",742,75
"5863","all AML","OHSU",742,53
"5864","all AML","OHSU",742,74
"5865","all AML","OHSU",742,5
"5866","all AML","OHSU",742,71
"5867","all AML","OHSU",742,10
"5868","all AML","OHSU",742,71
"5869","all AML","OHSU",742,85
"5870","all AML","OHSU",742,62
"5871","all AML","OHSU",742,39
"5872","all AML","OHSU",742,81
"5873","all AML","OHSU",742,60
"5874","all AML","OHSU",742,26
"5875","all AML","OHSU",742,41
"5876","all AML","OHSU",742,40
"5877","all AML","OHSU",742,74
"5878","all AML","OHSU",742,23
"5879","all AML","OHSU",742,51
"5880","all AML","OHSU",742,46
"5881","all AML","OHSU",742,32
"5882","all AML","OHSU",742,63
"5883","all AML","OHSU",742,61
"5884","all AML","OHSU",742,53
"5885","all AML","OHSU",742,63
"5886","all AML","OHSU",742,50
"5887","all AML","OHSU",742,56
"5888","all AML","OHSU",742,40
"5889","all AML","OHSU",742,38
"5890","all AML","OHSU",742,69
"5891","all AML","OHSU",742,59
"5892","all AML","OHSU",742,49
"5893","all AML","OHSU",742,83
"5894","all AML","OHSU",742,50
"5895","all AML","OHSU",742,33
"5896","all AML","OHSU",742,63
"5897","all AML","OHSU",742,75
"5898","all AML","OHSU",742,72
"5899","all AML","OHSU",742,71
"5900","all AML","OHSU",742,56
"5901","all AML","OHSU",742,41
"5902","all AML","OHSU",742,31
"5903","all AML","OHSU",742,49
"5904","all AML","OHSU",742,54
"5905","all AML","OHSU",742,47
"5906","all AML","OHSU",742,55
"5907","all AML","OHSU",742,61
"5908","all AML","OHSU",742,69
"5909","all AML","OHSU",742,54
"5910","all AML","OHSU",742,79
"5911","all AML","OHSU",742,60
"5912","all AML","OHSU",742,48
"5913","all AML","OHSU",742,70
"5914","all AML","OHSU",742,21
"5915","all AML","OHSU",742,30
"5916","all AML","OHSU",742,56
"5917","all AML","OHSU",742,70
"5918","all AML","OHSU",742,73
"5919","all AML","OHSU",742,66
"5920","all AML","OHSU",742,72
"5921","all AML","OHSU",742,60
"5922","all AML","OHSU",742,60
"5923","all AML","OHSU",742,27
"5924","all AML","OHSU",742,68
"5925","all AML","OHSU",742,62
"5926","all AML","OHSU",742,35
"5927","all AML","OHSU",742,44
"5928","all AML","OHSU",742,75
"5929","all AML","OHSU",742,73
"5930","all AML","OHSU",742,61
"5931","all AML","OHSU",742,84
"5932","all AML","OHSU",742,41
"5933","all AML","OHSU",742,72
"5934","all AML","OHSU",742,62
"5935","all AML","OHSU",742,43
"5936","all AML","OHSU",742,76
"5937","all AML","OHSU",742,65
"5938","all AML","OHSU",742,74
"5939","all AML","OHSU",742,74
"5940","all AML","OHSU",742,45
"5941","all AML","OHSU",742,68
"5942","all AML","OHSU",742,45
"5943","all AML","OHSU",742,51
"5944","all AML","OHSU",742,47
"5945","all AML","OHSU",742,70
"5946","all AML","OHSU",742,78
"5947","all AML","OHSU",742,61
"5948","all AML","OHSU",742,63
"5949","all AML","OHSU",742,72
"5950","all AML","OHSU",742,53
"5951","all AML","OHSU",742,46
"5952","all AML","OHSU",742,65
"5953","all AML","OHSU",742,52
"5954","all AML","OHSU",742,23
"5955","all AML","OHSU",742,63
"5956","all AML","OHSU",742,88
"5957","all AML","OHSU",742,62
"5958","all AML","OHSU",742,76
"5959","all AML","OHSU",742,31
"5960","all AML","OHSU",742,60
"5961","all AML","OHSU",742,35
"5962","all AML","OHSU",742,67
"5963","all AML","OHSU",742,51
"5964","all AML","OHSU",742,29
"5965","all AML","OHSU",742,83
"5966","all AML","OHSU",742,72
"5967","all AML","OHSU",742,79
"5968","all AML","OHSU",742,69
"5969","all AML","OHSU",742,20
"5970","all AML","OHSU",742,61
"5971","all AML","OHSU",742,69
"5972","all AML","OHSU",742,82
"5973","all AML","OHSU",742,67
"5974","all AML","OHSU",742,63
"5975","all AML","OHSU",742,78
"5976","all AML","OHSU",742,51
"5977","all AML","OHSU",742,18
"5978","all AML","OHSU",742,53
"5979","all AML","OHSU",742,66
"5980","all AML","OHSU",742,68
"5981","all AML","OHSU",742,75
"5982","all AML","OHSU",742,64
"5983","all AML","OHSU",742,87
"5984","all AML","OHSU",742,29
"5985","all AML","OHSU",742,31
"5986","all AML","OHSU",742,22
"5987","all AML","OHSU",742,63
"5988","all AML","OHSU",742,71
"5989","all AML","OHSU",742,69
"5990","all AML","OHSU",742,64
"5991","all AML","OHSU",742,73
"5992","all AML","OHSU",742,46
"5993","all AML","OHSU",742,67
"5994","all AML","OHSU",742,65
"5995","all AML","OHSU",742,43
"5996","all AML","OHSU",742,38
"5997","all AML","OHSU",742,68
"5998","all AML","OHSU",742,59
"5999","all AML","OHSU",742,22
"6000","all AML","OHSU",742,68
"6001","all AML","OHSU",742,45
"6002","all AML","OHSU",742,70
"6003","all AML","OHSU",742,79
"6004","all AML","OHSU",742,60
"6005","all AML","OHSU",742,51
"6006","all AML","OHSU",742,36
"6007","all AML","OHSU",742,77
"6008","all AML","OHSU",742,82
"6009","all AML","OHSU",742,68
"6010","all AML","OHSU",742,58
"6011","all AML","OHSU",742,55
"6012","all AML","OHSU",742,74
"6013","all AML","OHSU",742,76
"6014","all AML","OHSU",742,4
"6015","all AML","OHSU",742,69
"6016","all AML","OHSU",742,55
"6017","all AML","OHSU",742,0
"6018","all AML","OHSU",742,60
"6019","all AML","OHSU",742,73
"6020","all AML","OHSU",742,56
"6021","all AML","OHSU",742,63
"6022","all AML","OHSU",742,75
"6023","all AML","OHSU",742,70
"6024","all AML","OHSU",742,39
"6025","all AML","OHSU",742,68
"6026","all AML","OHSU",742,47
"6027","all AML","OHSU",742,66
"6028","all AML","OHSU",742,20
"6029","all AML","OHSU",742,63
"6030","all AML","OHSU",742,68
"6031","all AML","OHSU",742,65
"6032","all AML","OHSU",742,61
"6033","all AML","OHSU",742,26
"6034","all AML","OHSU",742,63
"6035","all AML","OHSU",742,57
"6036","all AML","OHSU",742,27
"6037","all AML","OHSU",742,66
"6038","all AML","OHSU",742,51
"6039","all AML","OHSU",742,23
"6040","all AML","OHSU",742,64
"6041","all AML","OHSU",742,74
"6042","all AML","OHSU",742,39
"6043","all AML","OHSU",742,72
"6044","all AML","OHSU",742,64
"6045","all AML","OHSU",742,63
"6046","all AML","OHSU",742,76
"6047","all AML","OHSU",742,53
"6048","all AML","OHSU",742,21
"6049","all AML","OHSU",742,62
"6050","all AML","OHSU",742,75
"6051","all AML","OHSU",742,27
"6052","all AML","OHSU",742,68
"6053","all AML","OHSU",742,78
"6054","all AML","OHSU",742,73
"6055","all AML","OHSU",742,59
"6056","all AML","OHSU",742,42
"6057","all AML","OHSU",742,71
"6058","all AML","OHSU",742,61
"6059","all AML","OHSU",742,49
"6060","all AML","OHSU",742,47
"6061","all AML","OHSU",742,58
"6062","all AML","OHSU",742,56
"6063","all AML","OHSU",742,62
"6064","all AML","OHSU",742,45
"6065","all AML","OHSU",742,14
"6066","all AML","OHSU",742,83
"6067","all AML","OHSU",742,75
"6068","all AML","OHSU",742,71
"6069","all AML","OHSU",742,49
"6070","all AML","OHSU",742,62
"6071","all AML","OHSU",742,66
"6072","all AML","OHSU",742,62
"6073","all AML","OHSU",742,33
"6074","all AML","OHSU",742,63
"6075","all AML","OHSU",742,64
"6076","all AML","OHSU",742,68
"6077","all AML","OHSU",742,56
"6078","all AML","OHSU",742,58
"6079","all AML","OHSU",742,66
"6080","all AML","OHSU",742,30
"6081","all AML","OHSU",742,65
"6082","all AML","OHSU",742,67
"6083","all AML","OHSU",742,58
"6084","all AML","OHSU",742,21
"6085","all AML","OHSU",742,65
"6086","all AML","OHSU",742,26
"6087","all AML","OHSU",742,57
"6088","all AML","OHSU",742,59
"6089","all AML","OHSU",742,47
"6090","all AML","OHSU",742,75
"6091","all AML","OHSU",742,50
"6092","all AML","OHSU",742,65
"6093","all AML","OHSU",742,60
"6094","all AML","OHSU",742,31
"6095","all AML","OHSU",742,58
"6096","all AML","OHSU",742,76
"6097","all AML","OHSU",742,72
"6098","all AML","OHSU",742,79
"6099","all AML","OHSU",742,73
"6100","all AML","OHSU",742,77
